序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,is_indoor,nearest_station,aqi_value,distance_m,distance_km
150,屏東縣春日鄉,古華村,3巷63號,120.626,22.361,古華國民小學,古華村、士文村,200,"水災,震災,土石流,海嘯",校長 林季福,08-8781040,是,否,是,True,屏東（枋山）,54,11390.157868240613,11.390157868240612
151,屏東縣枋寮鄉,隆山村,僑德路186號,120.6,22.3631,僑德國小,隆山村、安樂村、中寮村、保生村,320,水災,陳郁程,08-8782096,是,否,否,True,屏東（枋山）,54,12497.163526412096,12.497163526412097
152,屏東縣枋寮鄉,枋寮村,德興路197號,120.5908,22.3678,枋寮國小,枋寮村 新龍村,189,"水災,震災",鄭慧華,08-8782034,是,否,否,True,屏東（枋山）,54,13385.746140567077,13.385746140567077
154,屏東縣春日鄉,士文村,65號,120.6635,22.3689,古華國民小學-士文分校,士文村,60,"水災,震災,土石流,海嘯",主任 戴照吉,08-8790029,是,否,是,True,屏東（枋山）,54,12022.461801271393,12.022461801271392
155,屏東縣春日鄉,春日村,春日路13號,120.6243,22.3703,春日社區活動中心,春日村,50,"水災,震災,土石流,海嘯",理事長 余國基,08-8785913,是,否,是,True,屏東（枋山）,54,12432.71900346538,12.43271900346538
156,屏東縣春日鄉,春日村,春日路314號,120.627,22.3703,春日國民小學,春日村、古華村、士文村,200,"水災,震災,土石流,海嘯",校長戴文柱,08-8782433,是,否,是,True,屏東（枋山）,54,12373.054572184148,12.373054572184149
157,屏東縣枋寮鄉,新龍村,義民路3號,120.5908,22.3711,枋寮高中,枋寮村、新龍村,1136,"水災,震災",陳瑞華,08-8782095,是,否,否,True,屏東（枋山）,54,13709.885471898717,13.709885471898717
158,臺東縣達仁鄉,新化村,57號,120.856773,22.381551,臺東縣立安朔國小新化分校,新化村,200,,吳昭明,089-792495,否,否,否,True,屏東（枋山）,54,25015.60459560103,25.01560459560103
159,屏東縣枋寮鄉,人和村,建興路39號,120.6019,22.387,建興國小,天時村、地利村、人和村、新開村、內寮村,162,"水災,震災,海嘯",蔡有福,08-87813562,是,否,否,True,屏東（枋山）,54,14867.204733432876,14.867204733432876
161,屏東縣屏東市,崇武里,建國路25號,120.2912,22.3948,國立屏東高級工業職業學校,永安里2,2523,"水災,震災",張明誌,08-7523781#200,是,是,否,True,屏東（琉球）,64,10035.366222118715,10.035366222118714
162,屏東縣枋寮鄉,東海村,東海路486號,120.5773,22.4013,東海國小,東海村、大庄村,524,"水災,震災,海嘯",許?延,08-8712209,是,否,否,True,潮州,90,13589.289202136057,13.589289202136056
164,屏東縣枋寮鄉,太源村,太源路2-10號,120.593,22.4082,東海國小太源分校,太源村、玉泉村,90,"水災,震災,海嘯",陳惠靜,08-8711785,是,否,否,True,潮州,90,13138.33295390307,13.138332953903069
167,臺東縣大武鄉,大竹村,加津林50號,120.9223,22.4162,加津林活動中心,大竹本部落、富山、加津林,200,"水災,土石流,海嘯",鄭振雄,089-761098,是,否,否,True,屏東（枋山）,54,32770.73513228936,32.77073513228936
169,屏東縣春日鄉,七佳村,自強1路92號,120.629,22.4277,力里國民小學,力里村、歸崇村、七佳村,200,"水災,震災,土石流,海嘯",校長 陳玉賢,08-8791020,是,否,是,True,潮州,90,12661.770832070137,12.661770832070136
170,屏東縣春日鄉,七佳村,9鄰自強1路18號,120.6279,22.428,春日鄉立老人文康中心,力里村、歸崇村、七佳村,120,"水災,震災,土石流,海嘯",村長 鄞美瑛,08-878214558,是,否,是,True,潮州,90,12571.884217155006,12.571884217155006
171,屏東縣佳冬鄉,玉光村,大同路1號,120.5668,22.4285,佳冬國中,燄塭羌園,300,"水災,海嘯",林世翔,08-8662041,是,否,是,True,潮州,90,10491.775325363464,10.491775325363463
172,屏東縣林邊鄉,崎?村,成功路600號,120.4902,22.4298,屏東縣林邊鄉崎峰活動中心,田厝村、水利村、崎峰村,200,"水災,震災,海嘯",陳水村,932782242,是,否,是,True,林園,87,9771.44349482076,9.77144349482076
173,屏東縣來義鄉,南和村,19鄰289號,120.6379,22.435,來義鄉文物館,南和村,100,"水災,震災,土石流",村長連正三,08-8791069,是,否,是,True,潮州,90,12550.517044277323,12.550517044277324
174,屏東縣來義鄉,南和村,51號,120.6426,22.4364,南和國小,南和村,200,"水災,震災,土石流",村長連正三,08-8791069,是,否,否,True,潮州,90,12743.035973663133,12.743035973663133
175,屏東縣林邊鄉,仁和村,中山路417號,120.5114,22.4374,屏東縣林邊鄉仁和國民小學,林邊村、仁和村、永樂村、光林村、中林村,200,"水災,震災,海嘯",廖先生,08-8757745,是,是,否,True,潮州,90,10784.330807652048,10.784330807652047
177,臺東縣達仁鄉,土?村,2鄰10 號,120.887664,22.453853,臺東縣立土?國小,土?村,200,,蕭德光,089-761225,否,否,否,True,屏東（枋山）,54,32375.944396551826,32.37594439655182
178,臺東縣達仁鄉,土?村,1鄰106號,120.885982,22.454897,達仁鄉立土?托兒所,土?村,160,,蕭惠美,089-761893,否,否,否,True,屏東（枋山）,54,32322.628418784123,32.32262841878412
179,屏東縣東港鎮,大潭里,大潭路93號,120.495771,22.456799,大潭國小,"大潭里,下?里,大鵬里",150,"水災,震災",王舜民,08-8324226,是,是,是,True,林園,87,9004.854908984975,9.004854908984974
180,臺東縣大武鄉,大竹村,愛國蒲6鄰92號,120.9227,22.4575,愛國蒲分校,愛國蒲部落,100,"水災,震災,土石流,海嘯",張盛華,089-761007,是,否,是,True,屏東（枋山）,54,35414.31731217183,35.414317312171825
181,屏東縣東港鎮,船頭里,船頭路25號,120.4629,22.4624,以栗國小,船頭里 南平里 嘉蓮里,300,"水災,震災",吳俊岩,08-8322816,是,是,是,True,林園,87,5594.129339330293,5.594129339330293
182,屏東縣東港鎮,東隆里,東隆街21-1號,120.4488,22.4631,東隆宮香客大樓,本鎮各里第一收容所,300,水災,陳小姐,08-8353620,是,否,是,True,林園,87,4223.241752717471,4.223241752717471
184,屏東縣東港鎮,共和里,共和街45號,120.449937,22.463386,東隆國小,共和里、東隆里、興台里、八德里、中興里、朝安里,500,"水災,震災",林玫玲,08-8322064,是,是,是,True,林園,87,4315.982198406614,4.315982198406614
186,屏東縣林邊鄉,竹林村,中興122號,120.5331,22.4642,屏東縣林邊鄉竹林國民小學,竹林村,100,"水災,震災,海嘯",鐘主任,921696540,是,是,是,True,潮州,90,7133.857478653645,7.133857478653645
187,屏東縣東港鎮,船頭里,船頭路1號,120.4555,22.4652,東港高中,本鎮各里第二收容所,450,"水災,震災,海嘯",陳建銘,08-8322014,是,是,是,True,林園,87,4772.671313021923,4.772671313021923
188,屏東縣東港鎮,興東里,長春二路15號,120.4596,22.4694,東光國小,興東里 船頭里,150,"水災,震災,海嘯",林恆斌,08-8324927,是,是,是,True,林園,87,5049.606930990647,5.049606930990647
189,屏東縣東港鎮,興東里,中正路一段10號,120.4547,22.4707,東港國小,本鎮各里第三收容所,300,"水災,震災,海嘯",黃玉文,08-8322019,是,是,是,True,林園,87,4526.065997590096,4.526065997590096
191,臺東縣達仁鄉,台?村,10鄰59-1號,120.9077,22.47755,臺東縣台?國民小學,台?村,200,,羅道勳,089-761252,否,否,否,True,屏東（枋山）,54,35661.43356782418,35.661433567824176
192,臺東縣達仁鄉,台?村,10鄰56號,120.9081,22.47805,台?活動中心,台?村,100,,范國祥,089-761320,否,否,否,True,屏東（枋山）,54,35729.12266353513,35.72912266353513
193,屏東縣東港鎮,興東里,興東路43-1號,120.4657,22.4784,東興國小,興東里 興農里、興和里,461,"水災,震災,海嘯",黃素卿,08-8310406,是,是,是,True,林園,87,5553.101924358378,5.553101924358378
196,臺東縣達仁鄉,台?村,9鄰啦里吧49號,120.9136,22.48099,啦里吧活動中心,台?村啦里吧部落,100,,溫光林,089-761320,否,否,否,True,屏東（枋山）,54,36367.21016502014,36.36721016502014
197,屏東縣新埤鄉,新埤村,新華路165號,120.5653,22.4844,新埤國小,打鐵村、南豐村、建功村、新埤村,450,"水災,震災,土石流,海嘯",陳震蔚,08-7971027,是,否,是,True,潮州,90,4307.051901190719,4.307051901190719
198,高雄市林園區,中芸里,中芸路3-100號,120.395311,22.485875,高雄市立中芸國民中學,全區,700,"水災,震災",吳育霖,07-6425223#40,否,否,否,True,林園,87,1833.0098809908916,1.8330098809908917
199,高雄市林園區,中芸里,中芸路1號,120.3967,22.4871,中芸國小,全區,500,震災,蔡駿輝,07-6412342#50,是,否,是,True,林園,87,1762.5719369238116,1.7625719369238115
200,屏東縣新園鄉,南龍村,南興路217號,120.4581,22.4877,烏龍國小,烏龍四村,100,"水災,震災",蔡立華,08-8333707#14,是,否,是,True,林園,87,4855.184641253282,4.855184641253282
201,屏東縣新園鄉,鹽埔村,鹽洲路379號,120.4408,22.4883,鹽洲國小,鹽洲共和,50,"水災,震災",張芳瑞,08-8322975#14,是,否,是,True,林園,87,3144.1207909365608,3.1441207909365607
202,屏東縣南州鄉,溪北村,仁里路93號,120.5111,22.4945,溪北社區活動中心,南安村、同安村,50,"水災,震災",蔡永昌,08-8641070,是,是,是,True,潮州,90,6047.807659568362,6.047807659568362
203,屏東縣南州鄉,溪北村,仁里路102號,120.5111,22.4957,溪北國小,七塊村、萬華村,95,"水災,震災",陳慶文,08-8642081,是,否,是,True,潮州,90,5979.262291541758,5.979262291541758
204,屏東縣來義鄉,文樂村,新樂路1號,120.6243,22.4999,文樂活動中心,文樂村,50,"水災,震災,土石流",村長陸旨成,08-7982350,是,否,是,True,潮州,90,6984.231298101445,6.984231298101445
205,高雄市林園區,頂厝里,校前路1號,120.378585,22.504297,高雄市林園區港埔國民小學,全區,690,"水災,震災",張二文,07-2245398,是,否,是,True,林園,87,4380.078999191525,4.380078999191525
206,高雄市林園區,廣應里,王公二路100號,120.388254,22.504698,高雄市林園區王公國民小學,全區,1100,"水災,震災,土石流,海嘯",蔡玉董,07-6420503#40,否,否,是,True,林園,87,3691.924720472355,3.6919247204723553
207,高雄市林園區,林園里,忠孝西路20號,120.394303,22.506778,高雄市林園區林園國民小學,全區,2000,"水災,震災,土石流,海嘯",董原利,6412290,是,否,是,True,林園,87,3513.7418622796563,3.513741862279656
208,高雄市林園區,林園里,林園北路191號,120.3945,22.5087,林園區長青文康活動中心,全區,260,"水災,震災,土石流,海嘯",張簡朝元,6412511#303,是,否,是,True,林園,87,3688.489091560568,3.6884890915605677
209,屏東縣新園鄉,港西村,中和路101號,120.4556,22.5087,港西國小,港西五房,30,"水災,震災",許湘渝,08-8681644#14,是,否,是,True,林園,87,5550.851438253162,5.550851438253162
210,屏東縣來義鄉,義林村,來新路21號,120.5825,22.5087,來義鄉新來義部落多功能活動中心,來義村、義林村、丹林村、古樓村、文樂村、望嘉村、南和村,500,"水災,震災,土石流",陳世凱,08-7850251-127,是,否,否,True,潮州,90,2712.5997898910614,2.7125997898910614
211,屏東縣潮州鎮,興美里,興美路24號,120.534672,22.512958,潮南國小,興美里、樣子里,1126,"水災,震災",黃瓘茗,08-7882312,是,否,否,True,潮州,90,2949.0657580662823,2.9490657580662822
212,屏東縣崁頂鄉,園寮村,田寮路1-15號,120.5184,22.5134,南榮國中,園寮村,200,"水災,震災,土石流,海嘯",張載陽,88631112,是,否,否,True,潮州,90,4529.885437395117,4.529885437395117
213,屏東縣崁頂鄉,崁頂村,中正路119號,120.5118,22.5141,崁頂國小,崁頂村、北勢村、越溪村,200,"水災,震災,土石流,海嘯",顏乾明,08-8631959,是,否,是,True,潮州,90,5176.465467331959,5.176465467331959
214,高雄市小港區,龍鳳里,鳳鳴路191號,120.357564,22.515082,高雄市小港區鳳鳴國民小學,鳳鳴、龍鳳,200,"水災,震災,土石流,海嘯",陳慶彰,8714561＊130,否,否,否,True,小港,99,5978.448293556833,5.978448293556833
215,屏東縣崁頂鄉,崁頂村,興農路29-12號,120.5069,22.5152,崁頂老人文康中心,崁頂鄉、港東村,150,"水災,震災,土石流,海嘯",王陳素枝,08-8630164,是,否,是,True,潮州,90,5651.770582869122,5.651770582869123
216,高雄市林園區,林園里,林園北路481號,120.395661,22.516726,高雄市立林園高級中學,全區,2600,"水災,震災,土石流,海嘯",陳怡仁,07-6412059#400,是,否,是,True,林園,87,4442.068521415147,4.442068521415147
217,屏東縣來義鄉,丹林村,丹林路25-1號,120.6348,22.5174,丹林活動中心,丹林村,50,"水災,震災,土石流",村長沈義松,08-7850255,是,否,是,True,潮州,90,7600.361367678942,7.600361367678942
218,高雄市小港區,鳳興里,龍鳳路559號,120.348385,22.52185,高雄市小港區鳳林國民中學,鳳興、鳳森,50,"水災,震災,土石流,海嘯",田續鴻,8711130＊31,否,否,否,True,小港,99,4992.016207793925,4.992016207793925
219,屏東縣潮州鎮,九塊里,復興路66號,120.5609105,22.52309297,潮東國小,九塊裡、崙東里、彭城里,85,水災,潘山榮,08-7871189,是,否,否,True,潮州,90,27.26035014122455,0.02726035014122455
220,屏東縣新園鄉,新園村,媽祖路49號,120.4519,22.5241,新園國小,新園新東,100,"水災,震災",許天瑞,08-8681113#14,是,否,是,True,大寮,99,5208.956580335178,5.208956580335178
221,臺東縣金峰鄉,歷坵村,"1鄰12號No.12,Liqiu,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.926439,22.526384,歷坵活動中心 Liqiu Activity Center,壢坵村,100,水災,邱江南,089-771439,否,否,否,True,臺東,32,34248.06055926838,34.24806055926838
222,屏東縣來義鄉,古樓村,育英路2號,120.6258,22.5275,古樓國小,古樓村,200,"水災,震災,土石流",村長連瑞禎,08-7850318,是,否,是,True,潮州,90,6665.703314048178,6.665703314048178
223,高雄市林園區,中厝里,金潭路40號,120.396078,22.528055,高雄市林園區金潭國民小學,全區,260,"水災,震災",蘇劍煌,07-6412332#40,是,否,否,True,大寮,99,5000.346436615553,5.000346436615553
225,臺東縣金峰鄉,賓茂村,"68號No.68,Binmao,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.95583,22.532403,賓茂國小 Binmao Elementary School,賓茂村,100,,朱慧清,089-771007,否,否,否,True,臺東,32,31773.923167805515,31.773923167805513
226,臺東縣金峰鄉,賓茂村,"1鄰3-2號No.3-2,Binmao,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.961712,22.532592,賓茂活動中心 Binmao Activity Center,賓茂村,100,"水災,震災",高永輝,089-771393,是,否,是,True,臺東,32,31380.391449913182,31.380391449913184
227,臺東縣太麻里鄉,金崙村,太麻里鄉6鄰金崙283號,120.964363,22.533379,金崙活動中心,金崙村,80,"水災,土石流,海嘯",許加和,089-781305,否,否,否,True,臺東,32,31143.842949224476,31.143842949224474
228,屏東縣潮州鎮,光春里,光春路290號,120.539763,22.534662,光春國中,光春里、富春里、永春里,600,"水災,震災",蔡玉鳳,08-7887038#31,是,否,否,True,潮州,90,2547.1949979516594,2.5471949979516593
229,屏東縣崁頂鄉,力社村,力社路36號,120.5092,22.5388,力社國小,力社村、洲子村、圍內村,200,"水災,震災,土石流,海嘯",林怡均,08-8631544,是,否,是,True,潮州,90,5621.722100415383,5.621722100415383
230,高雄市大寮區,義仁里,鳳林一路48號,120.403252,22.539227,義仁里社區活動中心,義仁里,100,"水災,震災,土石流,海嘯",陳秀勤,6424162,否,否,是,True,大寮,99,3571.4646106058517,3.571464610605852
231,屏東縣潮州鎮,光春里,志成路201號,120.536872,22.540379,光春國小,光春里、八爺里、永春里、彭城里,550,"水災,震災",林淑瑛,08-7896550#14,是,否,否,True,潮州,90,3147.5334084542974,3.147533408454297
232,高雄市大寮區,昭明里,鳳林一路300巷80號,120.408514,22.54239,高雄市大寮區昭明國小,昭明里、義仁里、新厝里,350,"水災,震災,土石流,海嘯",羅婉婷,6426428轉940,否,否,是,True,大寮,99,2963.603856437443,2.963603856437443
234,屏東縣新園鄉,仙吉村,仙吉路91號,120.4611,22.5443,仙吉國小,全鄉,100,"水災,震災,海嘯",郭哲志,08-8681087#14,是,否,是,True,大寮,99,4286.434631529908,4.286434631529908
235,屏東縣潮州鎮,泗林里,開元路2巷1號,120.569267,22.544592,四林國小,泗林里、崙東里、四春里,50,"水災,震災",蔡世屏,08-7882174#14,是,否,是,True,潮州,90,2520.324723501111,2.520324723501111
236,屏東縣新園鄉,仙吉村,仙吉路111號,120.461,22.5452,新園國中,全鄉,300,"水災,震災",周能瑞,08-8681020#14,是,否,是,True,大寮,99,4227.287918952945,4.227287918952945
237,屏東縣潮州鎮,光華里,南進路2號,120.543657,22.547268,光華國小,光華里、潮州里,240,"水災,震災",陳俊文,08-7882105#14,是,否,否,True,潮州,90,3225.4963587073735,3.2254963587073733
239,屏東縣潮州鎮,同榮里,育英路31號,120.541139,22.548406,潮州國小,同榮里、新榮里、新生里,285,水災,廖翌妙,08-7882770#14,否,是,否,True,潮州,90,3477.701498124062,3.4777014981240617
